pid,address_point_id,address,addr_key,local_area,lat_lon
013928147,__FJ1OT4,2744 W 34TH AV,2744 w 34th ave,Arbutus Ridge,"49.24106046896544, -123.1666919132942"
008317810,__FIZWZQ,2745 CHEYENNE AV,2745 cheyenne ave,Renfrew-Collingwood,"49.24156118270647, -123.04826517524565"
008583285,__FIZ0CC,2745 COLERIDGE AV,2745 coleridge ave,Killarney,"49.22680052353982, -123.04929301792042"
006826440,__FJ004I,2745 E 22ND AV,2745 e 22nd ave,Renfrew-Collingwood,"49.250926046289266, -123.04809216586345"
011645741,__FJ0M9U,2745 E 26TH AV,2745 e 26th ave,Renfrew-Collingwood,"49.24732562234585, -123.04840197058884"
029494371,__FX4IE9,2745 E 29TH AV,2745 e 29th ave,Renfrew-Collingwood,"49.24485810518536, -123.0484429890243"
010426108,__FIZI8I,2745 E 3RD AV,2745 e 3rd ave,Hastings-Sunrise,"49.26784768824313, -123.04834039250025"
008317640,__FJ0R3C,2745 E 45TH AV,2745 e 45th ave,Victoria-Fraserview,"49.2296178913203, -123.05021544656873"
013182510,__FJ0RC4,2745 E 46TH AV,2745 e 46th ave,Killarney,"49.228692965177004, -123.04966920493482"
012490709,__FJ0RFS,2745 E 47TH AV,2745 e 47th ave,Killarney,"49.22778713213913, -123.04971429435926"
012213292,__FJ0G6M,2745 E 5TH AV,2745 e 5th ave,Hastings-Sunrise,"49.26601446227647, -123.04835094484467"
014665042,__FJ0IDK,2745 E 8TH AV,2745 e 8th ave,Hastings-Sunrise,"49.26322236189205, -123.04808869294708"
017886023,__FIZZHE,2745 E BROADWAY,2745 e broadway,Hastings-Sunrise,"49.26231170754055, -123.04808325871083"
,__FMLLUA,2745 E HASTINGS ST,2745 e hastings st,Hastings-Sunrise,"49.28142208190314, -123.04801690489083"
015297977,__FIZJD8,2745 E PENDER ST,2745 e pender st,Hastings-Sunrise,"49.28050303817208, -123.04824844476389"
010861670,__FIZUL0,2745 ETON ST,2745 eton st,Hastings-Sunrise,"49.28802639944575, -123.04821149246284"
006802311,__FIYULC,2745 TRAFALGAR ST,2745 trafalgar st,Kitsilano,"49.261888671128595, -123.16501674103472"
015066258,__FIYTYG,2745 W 10TH AV,2745 w 10th ave,Kitsilano,"49.2634473709416, -123.16734899253389"
014067315,__FIYU3S,2745 W 11TH AV,2745 w 11th ave,Kitsilano,"49.26251455426567, -123.16735200935005"
013596373,__FIYU5G,2745 W 14TH AV,2745 w 14th ave,Kitsilano,"49.25981359147219, -123.167567240278"
011472456,__FJ0AZ4,2745 W 19TH AV,2745 w 19th ave,Arbutus Ridge,"49.255747979154314, -123.16637734378573"
011087986,__FJ1PG8,2745 W 30TH AV,2745 w 30th ave,Arbutus Ridge,"49.24540894215785, -123.16660897230551"
011086424,__FJ1OQ0,2745 W 31ST AV,2745 w 31st ave,Arbutus Ridge,"49.244456269582834, -123.16664352269768"
013928104,__FJ1OSO,2745 W 34TH AV,2745 w 34th ave,Arbutus Ridge,"49.2416141671601, -123.166663552162"
008592021,__FJ1NTG,2745 W 38TH AV,2745 w 38th ave,Arbutus Ridge,"49.237819784355295, -123.16707999814238"
029419361,__FVESRN,2745 W 39TH AV,2745 w 39th ave,Arbutus Ridge,"49.23686853896568, -123.16707216008606"
013924087,__FIYTTI,2745 W 3RD AV,2745 w 3rd ave,Kitsilano,"49.26950595096966, -123.16747680112756"
013246925,__FJ1O9M,2745 W 42ND AV,2745 w 42nd ave,Kerrisdale,"49.23403374651035, -123.16640623205143"
011226960,__FIYTXG,2745 W 8TH AV,2745 w 8th ave,Kitsilano,"49.265174402371045, -123.1673763028313"
013626698,__FIY2Q2,2745 WATERLOO ST,2745 waterloo st,Kitsilano,"49.262047214740576, -123.18038455714317"
011321423,__FIZHV4,2745 WILLIAM ST,2745 william st,Hastings-Sunrise,"49.27437519662682, -123.04805268197961"
015733785,__FIZUG4,2745 YALE ST,2745 yale st,Hastings-Sunrise,"49.290979397729025, -123.0480963779577"
011318571,__FIZJTS,2746 ADANAC ST,2746 adanac st,Hastings-Sunrise,"49.27720997257838, -123.04814551536158"
012090506,__FIZX1C,2746 CHEYENNE AV,2746 cheyenne ave,Renfrew-Collingwood,"49.24116472017522, -123.04866630705884"
009778080,__FJ0MCE,2746 E 27TH AV,2746 e 27th ave,Renfrew-Collingwood,"49.24601412673363, -123.04842337294025"
012213578,__FIZI7U,2746 E 2ND AV,2746 e 2nd ave,Hastings-Sunrise,"49.2682418065265, -123.04803192077492"
010425616,__FJ0GDY,2746 E 3RD AV,2746 e 3rd ave,Hastings-Sunrise,"49.26732685499568, -123.04836736122573"
008174911,__FJ0R3W,2746 E 44TH AV,2746 e 44th ave,Victoria-Fraserview,"49.23005056150217, -123.05021931891096"
009384511,__FJ0QWW,2746 E 45TH AV,2746 e 45th ave,Killarney,"49.22907616597861, -123.04966272155572"
013180843,__FJ0REE,2746 E 46TH AV,2746 e 46th ave,Killarney,"49.228178443793176, -123.04967280960224"
013180452,__FJ0RGK,2746 E 47TH AV,2746 e 47th ave,Killarney,"49.22727754611926, -123.04972475698673"
014664950,__FJ0IEG,2746 E 7TH AV,2746 e 7th ave,Hastings-Sunrise,"49.263601483642766, -123.04840972328121"
010867562,__FIZU9S,2746 ETON ST,2746 eton st,Hastings-Sunrise,"49.287374087334655, -123.0481050820079"
007750528,__FIZIE0,2746 GRANT ST,2746 grant st,Hastings-Sunrise,"49.27107880384893, -123.04826249898984"
012366315,__FIZI9M,2746 GRAVELEY ST,2746 graveley st,Hastings-Sunrise,"49.270166798548765, -123.04800494953454"
012367877,__FIZIFG,2746 KITCHENER ST,2746 kitchener st,Hastings-Sunrise,"49.272024965646, -123.04823484208144"
010854495,__FIZUS4,2746 MCGILL ST,2746 mcgill st,Hastings-Sunrise,"49.288405956704885, -123.04806694913191"
005490871,__FIZHUE,2746 NAPIER ST,2746 napier st,Hastings-Sunrise,"49.274731848839416, -123.04817739021269"
009087877,__FJ1X7Y,2746 QUEBEC ST,2746 quebec st,Mount Pleasant,"49.2604430823668, -123.10285854060855"
007627483,__FIZUR8,2746 TRINITY ST,2746 trinity st,Hastings-Sunrise,"49.2893620391873, -123.04809954896116"
011054166,__FIYU4M,2746 W 11TH AV,2746 w 11th ave,Kitsilano,"49.26199530010617, -123.16720675048535"
005861390,__FJ0AZ2,2746 W 18TH AV,2746 w 18th ave,Arbutus Ridge,"49.256137947615464, -123.16635955237726"
010979999,__FJ1OQK,2746 W 31ST AV,2746 w 31st ave,Arbutus Ridge,"49.243920790529984, -123.16682526223082"
012957658,__FJ2E1W,2746 W 32ND AV,2746 w 32nd ave,Arbutus Ridge,"49.2429712680837, -123.16687080922941"
004153600,__FJ2DYS,2746 W 37TH AV,2746 w 37th ave,Arbutus Ridge,"49.23822460640348, -123.16706144419314"
014132842,__FJ1NTS,2746 W 38TH AV,2746 w 38th ave,Arbutus Ridge,"49.23726703002152, -123.16708360109429"
018611206,__FJ1O9I,2746 W 41ST AV,2746 w 41st ave,Kerrisdale,"49.234463806579114, -123.16636465384599"
005245877,__FJ1OAK,2746 W 42ND AV,2746 w 42nd ave,Kerrisdale,"49.23350435840401, -123.16642448129251"
,__FIYU08,2746 W 5TH AV,2746 w 5th ave,Kitsilano,"49.26721133367903, -123.1674921408208"
015123723,__FIYTWK,2746 W 6TH AV,2746 w 6th ave,Kitsilano,"49.26629519802487, -123.16756112051849"
011320729,__FIZHNA,2746 WILLIAM ST,2746 william st,Hastings-Sunrise,"49.27389939575423, -123.04805369078039"
015722741,__FIZUGM,2746 YALE ST,2746 yale st,Hastings-Sunrise,"49.29040888428623, -123.04806347808307"
014687216,__FM61PW,2747 ALDER ST,2747 alder st,Fairview,"49.260870671400376, -123.1317410571327"
014687241,__FM61PX,2747 ALDER ST,2747 alder st,Fairview,"49.26087291329183, -123.13193630843767"
014687151,__FM61PU,2747 ALDER ST,2747 alder st,Fairview,"49.26101397189375, -123.13182186790574"
006799019,__FIZZQA,2747 E 18TH AV,2747 e 18th ave,Renfrew-Collingwood,"49.25426983875031, -123.04846097963066"
012367273,__FIZIAA,2747 E 1ST AV,2747 e 1st ave,Hastings-Sunrise,"49.26981549763519, -123.04827028426428"
014552451,__FJ0M6U,2747 E 24TH AV,2747 e 24th ave,Renfrew-Collingwood,"49.249073798298916, -123.04797469848967"
010155210,__FJ0M8K,2747 E 25TH AV,2747 e 25th ave,Renfrew-Collingwood,"49.248190996778376, -123.04827913972667"
011648309,__FJ0MBO,2747 E 27TH AV,2747 e 27th ave,Renfrew-Collingwood,"49.24649536652291, -123.04843550869722"
008320799,__FJ0R52,2747 E 44TH AV,2747 e 44th ave,Victoria-Fraserview,"49.230577055694496, -123.05027712941059"
013182498,__FJ0RC2,2747 E 46TH AV,2747 e 46th ave,Killarney,"49.22869167698242, -123.04952690975757"
,__GYJ10I,2747 E 54TH AV,2747 e 54th ave,Victoria-Fraserview,"49.22048072926538, -123.05155678137112"
007989211,__FJ0GLQ,2747 E 6TH AV,2747 e 6th ave,Hastings-Sunrise,"49.26503037329086, -123.0483843320846"
012332623,__FJ0IG0,2747 E 7TH AV,2747 e 7th ave,Hastings-Sunrise,"49.26411916633259, -123.04838892532055"
015362515,__FIZJL4,2747 E GEORGIA ST,2747 e georgia st,Hastings-Sunrise,"49.278499916541456, -123.0480400943782"
015298302,__FIZJAM,2747 E HASTINGS ST,2747 e hastings st,Hastings-Sunrise,"49.28142185301798, -123.04780962990957"
015298299,__FIZJAK,2747 E HASTINGS ST,2747 e hastings st,Hastings-Sunrise,"49.281421694224534, -123.04767144658385"
015298281,__FIZJAI,2747 E HASTINGS ST,2747 e hastings st,Hastings-Sunrise,"49.28142155325619, -123.04753326327618"
012101605,__FIZWUE,2747 EUCLID AV,2747 euclid ave,Renfrew-Collingwood,"49.24303094071818, -123.04941612830537"
015267636,__FIZJ3M,2747 FRANKLIN ST,2747 franklin st,Hastings-Sunrise,"49.28231922200155, -123.04810998223468"
012368024,__FIZIG0,2747 GRANT ST,2747 grant st,Hastings-Sunrise,"49.27161240045781, -123.04784719127424"
012368261,__FIZHLO,2747 KITCHENER ST,2747 kitchener st,Hastings-Sunrise,"49.27254700553608, -123.04783573654247"
011098562,__FJ1PGW,2747 OLIVER CRESCENT,2747 oliver crescent,Arbutus Ridge,"49.24937832994555, -123.16665427607313"
011307765,__FIZHIE,2747 PARKER ST,2747 parker st,Hastings-Sunrise,"49.276037221410995, -123.04815530360892"
007489188,__FIZUHA,2747 TRINITY ST,2747 trinity st,Hastings-Sunrise,"49.29000521164845, -123.04807723641832"
007967896,__FIZJJQ,2747 TURNER ST,2747 turner st,Hastings-Sunrise,"49.27938716299987, -123.04808847271404"
003447375,__FJ0AZ6,2747 W 19TH AV,2747 w 19th ave,Arbutus Ridge,"49.25574909757159, -123.16653758445197"
007041845,__FJ1NJI,2747 W 37TH AV,2747 w 37th ave,Arbutus Ridge,"49.23876283833721, -123.16684896471524"
014265575,__FIYCHS,2747 WOODLAND DRIVE,2747 woodland dr,Kensington-Cedar Cottage,"49.25981161304843, -123.07404308470132"
014236915,__FIZUAG,2748 CAMBRIDGE ST,2748 cambridge st,Hastings-Sunrise,"49.28638732927926, -123.04805498988102"
005525632,__FIZHL0,2748 CHARLES ST,2748 charles st,Hastings-Sunrise,"49.27294442846753, -123.04823135320643"
013822608,__FIZXUG,2748 DUKE ST,2748 duke st,Renfrew-Collingwood,"49.238631388912175, -123.04947447881801"
008253731,__FIZIQK,2748 DUNDAS ST,2748 dundas st,Hastings-Sunrise,"49.28452414764876, -123.04821353679006"
006847765,__FIZZNS,2748 E 15TH AV,2748 e 15th ave,Renfrew-Collingwood,"49.25607340465094, -123.04838030388356"
014552281,__FJ0M6A,2748 E 23RD AV,2748 e 23rd ave,Renfrew-Collingwood,"49.24944593020731, -123.04799784112653"
014549549,__FJ0M9A,2748 E 25TH AV,2748 e 25th ave,Renfrew-Collingwood,"49.24767373873762, -123.04839954909954"
012213586,__FIZI7W,2748 E 2ND AV,2748 e 2nd ave,Hastings-Sunrise,"49.26824187491811, -123.0478888259545"
013637754,__FJ0R4G,2748 E 43RD AV,2748 e 43rd ave,Victoria-Fraserview,"49.23090775998208, -123.05031222967015"
014665611,__FJ0IFC,2748 E 6TH AV,2748 e 6th ave,Hastings-Sunrise,"49.26450910671285, -123.04837143828817"
014663821,__FIZZDS,2748 E 8TH AV,2748 e 8th ave,Hastings-Sunrise,"49.262701525857345, -123.04837996602242"
015362655,__FIZJSE,2748 E GEORGIA ST,2748 e georgia st,Hastings-Sunrise,"49.27802917188887, -123.0480180518199"
012997501,__FIZWVG,2748 EUCLID AV,2748 euclid ave,Renfrew-Collingwood,"49.242534642785536, -123.04990610717107"
002440261,__FIZJ9U,2748 FRANKLIN ST,2748 franklin st,Hastings-Sunrise,"49.28179840757264, -123.04809503842736"
002440415,__FIZJBO,2748 FRANKLIN ST,2748 franklin st,Hastings-Sunrise,"49.28179980086611, -123.04798916728865"
,__H3L2ZZ,2748 GRANT ST,2748 grant st,Hastings-Sunrise,"49.27109272010261, -123.04810985547756"
012366358,__FIZI9O,2748 GRAVELEY ST,2748 graveley st,Hastings-Sunrise,"49.27016685791347, -123.04786184913795"
010490230,__FIZXMO,2748 HORLEY ST,2748 horley st,Renfrew-Collingwood,"49.24028019133323, -123.0488366151932"
015537498,__FJ1X5W,2748 MAIN ST,2748 main st,Mount Pleasant,"49.26057078477612, -123.10068634071388"
015537510,__FJ1X5Y,2748 MAIN ST,2748 main st,Mount Pleasant,"49.26045338130435, -123.10069434811875"
015537544,__FJ1X60,2748 MAIN ST,2748 main st,Mount Pleasant,"49.260340485033225, -123.10070166372739"
015254712,__FJ1WDM,2748 OXFORD ST,2748 oxford st,Hastings-Sunrise,"49.285418534230445, -123.0480918077575"
015267059,__FIZJ2O,2748 PANDORA ST,2748 pandora st,Hastings-Sunrise,"49.28270601365622, -123.04809042112262"
011319241,__FIZHW0,2748 PARKER ST,2748 parker st,Hastings-Sunrise,"49.275558800252576, -123.04816308662815"
013435647,__FIZQMG,2748 ST. CATHERINES ST,2748 st catherines st,Mount Pleasant,"49.25981931987852, -123.08503496859996"
011275570,__FJ26LE,2748 ST. GEORGE ST,2748 st george st,Mount Pleasant,"49.25999265574755, -123.09276485528837"
015362469,__FIZJKQ,2748 TURNER ST,2748 turner st,Hastings-Sunrise,"49.27882554492026, -123.04803326125395"
011307528,__FIZHHG,2748 VENABLES ST,2748 venables st,Hastings-Sunrise,"49.276389637182426, -123.04814946001798"
013596551,__FIYU5U,2748 W 13TH AV,2748 w 13th ave,Kitsilano,"49.26020278148419, -123.16755273896912"
011517506,__FJ0AXI,2748 W 20TH AV,2748 w 20th ave,Arbutus Ridge,"49.254329838803166, -123.16641378986276"
011457619,__FJ0AJE,2748 W 21ST AV,2748 w 21st ave,Arbutus Ridge,"49.25343339857421, -123.16641597079882"
011574852,__FJ0AIG,2748 W 22ND AV,2748 w 22nd ave,Arbutus Ridge,"49.25252122177638, -123.1665019359871"
011574372,__FJ1NJ6,2748 W 36TH AV,2748 w 36th ave,Arbutus Ridge,"49.23917389632563, -123.16686616168431"
015123375,__FJ26W0,2748 W 7TH AV,2748 w 7th ave,Kitsilano,"49.26552578246907, -123.16760566101175"
011303603,__FJ0A88,2749 ALAMEIN AV,2749 alamein ave,Arbutus Ridge,"49.25031673695043, -123.16651249537625"
010535187,__FJ26LG,2749 CAROLINA ST,2749 carolina st,Mount Pleasant,"49.25987234308097, -123.0913786031074"
007058071,__FIZZMW,2749 E 15TH AV,2749 e 15th ave,Renfrew-Collingwood,"49.256586136044035, -123.04837049801878"
006848281,__FIZZOG,2749 E 16TH AV,2749 e 16th ave,Renfrew-Collingwood,"49.255694255938494, -123.04840260831357"
004083130,__FJ004G,2749 E 22ND AV,2749 e 22nd ave,Renfrew-Collingwood,"49.25092475440881, -123.04795406657462"
014552868,__FJ0MTQ,2749 E 23RD AV,2749 e 23rd ave,Renfrew-Collingwood,"49.249957641215246, -123.04827947456783"
008104336,__FJ0MD0,2749 E 28TH AV,2749 e 28th ave,Renfrew-Collingwood,"49.24565752324294, -123.04830761127846"
012213829,__FIZI6S,2749 E 2ND AV,2749 e 2nd ave,Hastings-Sunrise,"49.26876359308078, -123.04789663006626"
013181157,__FJ0RFQ,2749 E 47TH AV,2749 e 47th ave,Killarney,"49.22778629376185, -123.04957200223224"
010240128,__FIZ06E,2749 E 49TH AV,2749 e 49th ave,Killarney,"49.225115227114614, -123.0492459096261"
009084312,__FIZFFI,2749 E 57TH AV,2749 e 57th ave,Killarney,"49.21828938186928, -123.05010504309416"
014303752,__FJ0IDI,2749 E 8TH AV,2749 e 8th ave,Hastings-Sunrise,"49.26322196954092, -123.04795056021908"
010861696,__FIZUSG,2749 ETON ST,2749 eton st,Hastings-Sunrise,"49.28802620516382, -123.0480732768928"
008781541,__FIYQ0Y,2749 FRASER ST,2749 fraser st,Mount Pleasant,"49.25985814216388, -123.08944419552601"
008811644,__FIZIES,2749 GRAVELEY ST,2749 graveley st,Hastings-Sunrise,"49.27067676076635, -123.04816175674043"
004979427,__FIZX28,2749 HORLEY ST,2749 horley st,Renfrew-Collingwood,"49.24063685820042, -123.04841730476411"
015540669,__FJ1X4W,2749 MAIN ST,2749 main st,Mount Pleasant,"49.2603532935045, -123.10157592768276"
009085319,__FIZFEI,2749 ROSEMONT DRIVE,2749 rosemont dr,Killarney,"49.218791911184844, -123.04888911271729"
004284763,__FIZIR8,2749 TRIUMPH ST,2749 triumph st,Hastings-Sunrise,"49.28412055305717, -123.04799559948616"
002844303,__FIZJUM,2749 VENABLES ST,2749 venables st,Hastings-Sunrise,"49.27686640344418, -123.0481409877163"
014067323,__FIYU3U,2749 W 11TH AV,2749 w 11th ave,Kitsilano,"49.26251659891793, -123.16749289558658"
013538586,__FIYU70,2749 W 15TH AV,2749 w 15th ave,Kitsilano,"49.25890866414877, -123.16759797143311"
010955810,__FJ0B26,2749 W 18TH AV,2749 w 18th ave,Arbutus Ridge,"49.25659058668158, -123.16654716323244"
010956964,__FJ0AZ8,2749 W 19TH AV,2749 w 19th ave,Arbutus Ridge,"49.25575104805857, -123.16674441481776"
008242542,__FJ0AYG,2749 W 20TH AV,2749 w 20th ave,Arbutus Ridge,"49.25484168153199, -123.16670945604336"
011517514,__FJ0AJI,2749 W 21ST AV,2749 w 21st ave,Arbutus Ridge,"49.2539486623289, -123.16640397473724"
011457597,__FJ0AJC,2749 W 22ND AV,2749 w 22nd ave,Arbutus Ridge,"49.25303449594466, -123.1664349538193"
004812867,__FIYVG6,2749 W 2ND AV,2749 w 2nd ave,Kitsilano,"49.270396066275524, -123.16746139388557"
002604299,__FJ1NIM,2749 W 36TH AV,2749 w 36th ave,Arbutus Ridge,"49.23971174296082, -123.16691402347678"
013924079,__FIYTTG,2749 W 3RD AV,2749 w 3rd ave,Kitsilano,"49.26950715096206, -123.16757976472167"
014047713,__FIY55Q,2749 W 49TH AV,2749 w 49th ave,Kerrisdale,"49.22763202613449, -123.16655002826795"
010203893,__FJ0Q3C,275 BOUNDARY ROAD,275 boundary rd,Hastings-Sunrise,"49.28240252086433, -123.0238665759934"
010490094,__FIYPUY,275 E 13TH AV,275 e 13th ave,Mount Pleasant,"49.25952976914068, -123.09896834833734"
010490116,__FIYPUU,275 E 13TH AV,275 e 13th ave,Mount Pleasant,"49.2595344741004, -123.0992404651114"
010490108,__FIYPUW,275 E 13TH AV,275 e 13th ave,Mount Pleasant,"49.259532793180924, -123.09911333445925"
029584035,__FYO7UK,275 E 14TH AV,275 e 14th ave,Mount Pleasant,"49.258632042724294, -123.09873142020427"
011038144,__FJ1XQU,275 E 20TH AV,275 e 20th ave,Riley Park,"49.2532027360466, -123.09904688920187"
011247401,__FJ2ENI,275 E 22ND AV,275 e 22nd ave,Riley Park,"49.25139691588064, -123.09913322651975"
011244879,__FJ1Y1U,275 E 23RD AV,275 e 23rd ave,Riley Park,"49.25049815839062, -123.09930027612353"
014619865,__FJ2EL4,275 E 26TH AV,275 e 26th ave,Riley Park,"49.24779802464828, -123.09959296906693"
010470522,__FJ1WBC,275 E 28TH AV,275 e 28th ave,Riley Park,"49.24593147604984, -123.09966830072327"
014360462,__FJ1LN2,275 E 49TH AV,275 e 49th ave,Sunset,"49.22589737793713, -123.10032916921679"
009488430,__FJ1M72,275 E 63RD AV,275 e 63rd ave,Sunset,"49.213797391261494, -123.10045632192498"
011982730,__FIZ57M,275 E 64TH AV,275 e 64th ave,Sunset,"49.212892228145485, -123.10071873231617"
011981423,__FIZ58E,275 E 65TH AV,275 e 65th ave,Sunset,"49.21197817749482, -123.10076420372906"
015374491,__FJ16DC,275 E PENDER ST,275 e pender st,Strathcona,"49.28059999474085, -123.09791670343267"
010723633,__FJ0RXY,275 MIDLOTHIAN AV,275 midlothian ave,Riley Park,"49.24527666883397, -123.11137696713742"
015693066,__FJ1QOM,275 N GARDEN DRIVE,275 n garden dr,Grandview-Woodland,"49.287251224024764, -123.05796023444756"
002873761,__FJ0PEE,275 N KOOTENAY ST,275 n kootenay st,Hastings-Sunrise,"49.28747090547885, -123.02606462956946"
009127844,__FJ07SK,275 SW MARINE DRIVE,275 sw marine dr,Marpole,"49.211882525073264, -123.11203000317128"
032325380,__HG92LB,275 W 17TH AV,275 w 17th ave,Riley Park,"49.25605068998982, -123.11067736076045"
002879824,__FIYR02,275 W 18TH AV,275 w 18th ave,Riley Park,"49.255063404254635, -123.11082490265196"
004164342,__FJ26NW,275 W 19TH AV,275 w 19th ave,Riley Park,"49.25412729767482, -123.11089155813139"
013853520,__FIYR2Y,275 W 20TH AV,275 w 20th ave,Riley Park,"49.25316163653065, -123.11093538858673"
008163812,__FIYR3Y,275 W 21ST AV,275 w 21st ave,Riley Park,"49.252222500734185, -123.11098066471304"
013376951,__FIYR5I,275 W 23RD AV,275 w 23rd ave,Riley Park,"49.250310034065066, -123.11109378024314"
014075636,__FJ0D3S,275 W 49TH AV,275 w 49th ave,Oakridge,"49.22621080667446, -123.11235070272716"
029055768,__FIZ46U,275 W 4TH AV,275 w 4th ave,Mount Pleasant,"49.26773920918604, -123.11012098529184"
013988328,__FJ0962,275 W 63RD AV,275 w 63rd ave,Marpole,"49.21365150044797, -123.11198521527527"
013984578,__FJ07T2,275 W 64TH AV,275 w 64th ave,Marpole,"49.212786573117626, -123.11201684639003"
011068060,__FIZ3PE,275 W 6TH AV,275 w 6th ave,Mount Pleasant,"49.265814964846044, -123.11056357432068"
013343394,__FJ0Z4Q,275 W KING EDWARD AV,275 w king edward ave,Riley Park,"49.24926207106092, -123.11114155469417"
015293262,__FJ1AKU,275 WOODLAND DRIVE,275 woodland dr,Grandview-Woodland,"49.28249218621442, -123.07296274715179"
015293289,__FJ1AKW,275 WOODLAND DRIVE,275 woodland dr,Grandview-Woodland,"49.28249344493414, -123.07310602263647"
015293254,__FJ1AKS,275 WOODLAND DRIVE,275 woodland dr,Grandview-Woodland,"49.28249181325459, -123.0728267466588"
009314407,__FJ0A8S,2750 ALAMEIN AV,2750 alamein ave,Arbutus Ridge,"49.24979196690117, -123.16662916238077"
,__FJ1XNK,2750 ALBERTA ST,2750 alberta st,Mount Pleasant,"49.26059214487762, -123.11082230154564"
011565641,__FJ237Y,2750 ARBUTUS ST,2750 arbutus st,Kitsilano,"49.261279576561435, -123.1526239351685"
011565667,__FJ237W,2750 ARBUTUS ST,2750 arbutus st,Kitsilano,"49.26127192912951, -123.15278160997705"
014236931,__FIZUAI,2750 CAMBRIDGE ST,2750 cambridge st,Hastings-Sunrise,"49.28638873423164, -123.04792091947913"
006810063,__FIZZPC,2750 E 16TH AV,2750 e 16th ave,Renfrew-Collingwood,"49.25515590181028, -123.04837966826653"
023593598,__FJ23EY,2750 E 18TH AV,2750 e 18th ave,Renfrew-Collingwood,"49.2535573440811, -123.04799007800409"
012213730,__FIZIKI,2750 E 1ST AV,2750 e 1st ave,Hastings-Sunrise,"49.26917288301281, -123.04824370456426"
006825150,__FJ003S,2750 E 21ST AV,2750 e 21st ave,Renfrew-Collingwood,"49.251280291273446, -123.04849129323813"
011717351,__FJ0MSY,2750 E 22ND AV,2750 e 22nd ave,Renfrew-Collingwood,"49.25034173924347, -123.04827490237862"
011651237,__FJ0MDE,2750 E 28TH AV,2750 e 28th ave,Renfrew-Collingwood,"49.245256436510836, -123.0480879371865"
009358102,__FJ29QY,2750 E 29TH AV,2750 e 29th ave,Renfrew-Collingwood,"49.2435582757294, -123.04627069971141"
010822356,__FIZY5M,2750 E 29TH AV,2750 e 29th ave,Renfrew-Collingwood,"49.24366390678656, -123.04818503737356"
003316505,__FIZI7Y,2750 E 2ND AV,2750 e 2nd ave,Hastings-Sunrise,"49.268241931126596, -123.04775301645248"
008847231,__FIZQ18,2750 E 41ST AV,2750 e 41st ave,Victoria-Fraserview,"49.23250150670605, -123.04974314538674"
013181742,__FJ0QW6,2750 E 45TH AV,2750 e 45th ave,Killarney,"49.229078039006026, -123.04949034870403"
006937501,__FJ0REG,2750 E 46TH AV,2750 e 46th ave,Killarney,"49.22817670342501, -123.04953614671375"
006264841,__FJ2BWM,2750 E 47TH AV,2750 e 47th ave,Killarney,"49.22727580581148, -123.04958809658119"
010122541,__FIZ07K,2750 E 48TH AV,2750 e 48th ave,Killarney,"49.22561237950174, -123.04970299309652"
012085359,__FJ0G5U,2750 E 4TH AV,2750 e 4th ave,Hastings-Sunrise,"49.26641211868651, -123.04820838126736"
009608575,__FIZFUM,2750 E 51ST AV,2750 e 51st ave,Victoria-Fraserview,"49.22246683102779, -123.05159690220673"
009641734,__FIZFVO,2750 E 53RD AV,2750 e 53rd ave,Victoria-Fraserview,"49.22083581714274, -123.05171879899544"
009081461,__FIZF1G,2750 E 54TH AV,2750 e 54th ave,Killarney,"49.21993202502416, -123.05008843942812"
,__HKN3OU,2750 E 5TH AV,2750 e 5th ave,Hastings-Sunrise,"49.26542060666158, -123.04835440564953"
027326306,__FIZJC6,2750 E HASTINGS ST,2750 e hastings st,Hastings-Sunrise,"49.280866377875554, -123.04810341291056"
009014829,__FIZTWM,2750 E KENT AV SOUTH,2750 e kent ave south,Killarney,"49.20572411654489, -123.05077248650161"
008847908,__FIZTWK,2750 E KENT AV SOUTH,2750 e kent ave south,Killarney,"49.205666126176254, -123.05174030380373"
015312917,__FIZJIQ,2750 E PENDER ST,2750 e pender st,Hastings-Sunrise,"49.27986682215971, -123.04808792164737"
013547135,__FIYMPC,2750 GARDEN DRIVE,2750 garden dr,Kensington-Cedar Cottage,"49.25977776774147, -123.05777983040855"
002606640,__FJ28M6,2750 GRANT ST,2750 grant st,Hastings-Sunrise,"49.27107892604173, -123.04799072695388"
024452998,__FJ2F74,2750 GRANVILLE ST,2750 granville st,Fairview,"49.261345992973226, -123.13821182747824"
002622718,__FIY7HC,2750 HEATHER ST,2750 heather st,Fairview,"49.260733145315996, -123.11953822221986"
014683288,__FIY7HA,2750 HEATHER ST,2750 heather st,Fairview,"49.26073336877835, -123.11975674957203"
028338065,__FPFPWF,2750 KASLO ST,2750 kaslo st,Renfrew-Collingwood,"49.26004223778507, -123.04626888765462"
005090253,__FJ1PHG,2750 OLIVER CRESCENT,2750 oliver crescent,Arbutus Ridge,"49.24884417804344, -123.16666469350506"
015254747,__FJ1WE2,2750 OXFORD ST,2750 oxford st,Hastings-Sunrise,"49.285418592574985, -123.04795141336419"
009082654,__FIZFDO,2750 ROSEMONT DRIVE,2750 rosemont dr,Killarney,"49.218987211711934, -123.04965967037907"
007999011,__FIYAUE,2750 RUPERT ST,2750 rupert st,Renfrew-Collingwood,"49.26013899636892, -123.03278964038606"
007998953,__FIYAUW,2750 RUPERT ST,2750 rupert st,Renfrew-Collingwood,"49.25986398528861, -123.03323229005558"
