addr_key,member_count_active,member_count_all,latest_membership_year
1978 karrie prts,0,1,
1978 purcell way,1,1,2025.0
1979 w 10th ave,0,1,
1979 yew st,0,1,2024.0
198 e windsor rd,0,1,2020.0
198 peveril ave,0,1,
1983 commercial dr,0,1,2024.0
1985 commercial dr,0,1,2022.0
1985 w 8th ave,0,1,
1985 wallace st,0,2,2018.0
1985 whyte ave,0,1,
1986 pender st e,0,1,
1987 7th ave w,0,1,2018.0
1987 charles st,0,1,
1989 dunbar st,0,1,2023.0
1990 barclay st,0,2,2018.0
1990 haro st,0,1,
1990 w 6th ave,0,1,
1990 waterloo st,0,1,
19917 davida plns,0,1,
1992 e 2nd,0,1,2020.0
1992 william st,0,1,
1994 william st,0,1,
1995 w 19th ave,0,1,
1996 w 41 st ave,0,1,
1999 nelson st,0,2,2023.0
1999 suffolk ave poco,0,1,
1st ave,0,1,
2 1012,0,1,2018.0
2 1660 georgia st e,0,1,2020.0
2 2629 west 1st ave,0,1,
2 465 e 16th ave,0,1,2023.0
2 506 east 43rd ave,0,1,2022.0
20 followers only⚠️,0,1,
20 she/they! black! gay!,0,1,
2000 veterans ln,0,1,
2001 beach,0,1,2020.0
2001 beach ave,0,6,2023.0
2001 wall st,0,1,
2002 1160 haro st,0,1,2018.0
2005 1100 jervis st,0,1,2021.0
2008 fullerton ave,0,1,
2008 rosser ave,0,1,
2009 cameron st,0,1,
2009 e 10th ave,0,1,
201 1956 haro st,0,1,
201 430 east cordova st,0,1,2023.0
201 5840 east blvd,0,1,2022.0
201 cayer st,0,1,
201 palace nacionel,0,1,
2010 barclay st,0,3,2024.0
2012 12th ave e,1,1,2025.0
2012 macdonald st,0,1,2021.0
2012 venebles,2,2,
2014 e newberry blvd,0,1,2022.0
2015 bayswater st,0,1,
20151 53 ave,0,1,2021.0
2016 7th ave,0,1,2021.0
2016 e 12th ave,0,1,2020.0
2016 e 3rd ave,0,1,
2016 fullerton ave,0,1,
2017 1618 quebec st,0,1,2018.0
2018 e broadway,0,1,
202,0,1,2021.0
202 2336 wall st,0,1,
202 580 whiting way,0,1,2024.0
202 885 salsbury dr,0,1,
202 kaylela pl,0,1,2020.0
202 salter st,0,1,
2020 8th ave w,0,1,2023.0
2020 comox st,0,2,2020.0
2020 haro st,0,2,2021.0
2020 vine st,0,1,2022.0
2020 w 2nd ave,0,1,
2020 w 8th ave,0,1,2024.0
20214 54a langley -v3a3w7,0,1,
20220 121 ave,0,1,
2024 fullerton ave,0,1,
2025 graveley st,0,1,2021.0
2025 stephens st,2,2,2025.0
2025 w 16th ave,0,1,
2025 w 2nd ave,0,1,
20253 ashley cres,0,1,
20257 53a ave,0,1,
2026 franklin st,0,1,
2027 e 31st ave,0,2,2018.0
2029 venables st,0,1,
203 1065 west 11th ave,0,1,2024.0
203 410 8th st,0,1,
203 4620 yew st,1,1,2025.0
203 825 e 8th ave,0,1,2018.0
203 8669 heather st,0,1,
203 919 w 13th ave,1,1,2025.0
203 e 6th ave,0,2,2018.0
2030 ferndale st,0,1,
2033 comox st,0,2,2021.0
2033 e 32nd ave,0,1,
2033 triumph st,0,3,2018.0
2035 barclay st,0,3,2024.0
2035 e 31st st,0,1,2021.0
2035 main st s,0,1,
2035 pauline jewett house,0,1,2023.0
2035 stanley ave,0,1,
2035 w 3rd ave,0,1,
2035 w 4th ave,0,1,2020.0
2035 w5th ave,0,1,
2036 e broadway,0,1,
2037 7th ave e,1,1,2025.0
2037 mcdonald st,0,1,2021.0
204 1046 w 12th ave,0,1,
204 1847,0,1,2023.0
204 32725 george ferguson st,0,1,
204 540 e hastings st,0,1,2018.0
204 726 5th ave,0,1,
204 726 west 13th ave,0,1,
204 9085 halston ct,0,1,2018.0
2040 barclay st,0,1,
2040 cornwall ave,0,1,
2040 kingsway,0,1,2021.0
2040 nelson st,0,3,2024.0
2040 york ave,0,2,2024.0
2041 e 1st ave,0,1,
2041436 gravley st,0,1,2024.0
2042 frederick norris rd,0,1,
2042 vancouve,0,1,
2043 kitchener st,0,1,
2044 w 3rd ave,0,1,
20449 park ave,0,1,
2045 nelson st,0,1,2018.0
2049 venables st,0,1,2018.0
205 3585 cambie st,1,1,2025.0
205 55 east 12th ave,0,1,2024.0
205 6630 telford ave,0,2,
205 759 yates st,0,1,
205 hall st,0,1,
205 queens ave,0,1,2018.0
205 stead rd,0,1,
205 w 11th ave,0,1,
2050 e 45th ave,0,1,
2050 nelson st,0,2,2023.0
2050 scotia,0,1,
2050 scotia st,0,6,2024.0
2051 hudson ave,0,1,2020.0
2052 triumph st,0,1,
2054 comox st,0,1,
20543 96th ave,0,1,2018.0
2055 w 15th ave,0,1,
2055 w 6th ave,0,1,
2055 york ave,0,1,
2056 franklin st,0,3,2021.0
2057 e 12th ave,0,1,
2057 e 1st ave,0,1,
2057 w 2nd ave,0,1,2018.0
206 1445 13th ave w,0,1,2020.0
206 1530 gravely,0,1,2021.0
206 1530 pandora st,0,1,2021.0
206 1906 barclay st,0,1,2024.0
206 225 north garden dr,0,1,2023.0
206 634,0,1,
206 750 w 16th ave,0,1,
206 newby ct,0,1,
2060 comox st,0,1,2020.0
2060 fraserview dr,0,1,
2061 39th ave e,0,1,
2061 beach ave,0,2,2024.0
2061 e 33rd ave,0,1,
2063 e 36th ave,1,1,2025.0
2063 w 37th ave,0,1,2021.0
2065 ferndale st,0,2,
2065 triumph,0,1,2018.0
2065 triumph st,0,2,2024.0
2065 william st,0,1,2024.0
2066 townley st,0,1,
2066 w 3rd ave,0,1,
2066 w 8th ave,0,5,
2067 akenhead rd,0,1,
2067 pandora st,0,1,2018.0
20679 eastleigh crescent langley nn,0,1,
2069 e 3rd ave,0,1,2020.0
2069 piercy ave,0,1,
207 101 east 7th,0,1,2023.0
207 1054 west 11th ave,0,1,2022.0
207 2141 e hastings,0,2,2023.0
207 2788 prince edward st,0,1,2018.0
207 3520 west broadway,0,1,2018.0
207 375 w10th ave,1,1,2025.0
207 555 e5th ave,0,1,
207 639 e 8th ave,0,1,2018.0
207 st lawrence st,0,1,
2070 harvey ave,0,1,
2070 w 14th vancouve,0,1,
2071 e 12th ave,0,1,
2071 e 4th ave,0,2,
2072 cadboro bay rd,0,1,
20748 90a ave,0,1,
2075 comox st,0,2,2024.0
2075 lower mall,0,1,2018.0
2075 milton st,0,1,
2075 w 12th ave,0,1,
2075 w mall,0,1,
20768 douglas cres,0,1,
2077 nelson st,0,2,2018.0
2078 e 38th ave,0,1,
2079 126 st sw,0,1,
207c 1115 craigflower rd,0,1,
208 1215 pacific st,0,1,2018.0
208 1350 comox st,0,1,
208 1450 chestnut st,1,1,2025.0
208 3755 6 ave,0,1,2018.0
208 st,0,1,
208 w 41st ave,0,1,2022.0
2080 maple st,0,1,
20801436 gravely st,0,1,2018.0
2082 e 38th,0,2,2024.0
2082 pandora st,0,1,2020.0
2084 w 6th ave,0,1,2020.0
2085 w 5th #201 vancouve,0,1,
2085 w 5th ave,0,1,2021.0
2085 w 6th ave,0,1,
209 10 ave sw,0,1,
209 1414 barclay st,0,1,
209 220 7th st,0,1,
209 65 west cordova,0,1,
2090 comox st,0,1,2018.0
2092 w 2nd ave,0,1,2018.0
2095 ferndale st,0,2,2018.0
20979 80a ave,0,1,2023.0
2098 boucherie rd,0,1,
2099 lougheed hwy,0,1,
20th ave vancouve,0,1,
21 they/them,0,1,
210,0,1,2023.0
210 128 west hastings,0,1,2023.0
210 288 1st ave w,0,1,
210 631 east 15th ave,0,1,2018.0
210 6383 cambie st,0,1,
210 e 16 ave,0,1,
210 prince philip dr,0,1,
2103 venable,0,1,2018.0
2105 7th ave w,0,1,2024.0
2105 w 47 ave,0,1,2018.0
2105 w 7th ave,0,2,
2107 akenhead rd,0,1,
211 425 east 11th ave,1,1,2025.0
211 90 east 11 ave,0,1,
211 eleventh st,0,2,2023.0
211 parkside dr prt,0,1,
2110 bowen rd,0,1,
2110 eighth ave,0,1,
2111 e 29th ave,0,1,
2112 e 13th ave,0,1,2023.0
2112 w 8th ave,0,1,2018.0
2115 cypress st,0,1,2018.0
2115 e 38th ave,0,1,
2115 triumph st,0,5,2021.0
2116 45th ave e,0,1,
2116 w 6th ave,0,2,2024.0
21164 yeomans cres,0,1,
211b skinner st,0,1,
212 1110 howie ave,0,1,2023.0
212 1892 starling dr,0,1,
212 229 lakewood dr,0,1,
212 3136 kingsway,0,1,
2120 w 44th,0,1,
2120 w 44th ave,0,2,2024.0
2121 dundas st,0,3,2020.0
2121 franklin,0,1,2024.0
2121 franklin st,0,4,2021.0
2121 w 21 ave,0,1,
2122 e 10th ave,0,1,2023.0
2123 w 37th ave,0,2,
2125 e 38th ave,0,1,2022.0
2125 e pender st,0,2,2020.0
2126 spring rd,0,1,
2129 e 1st ave,0,2,2024.0
2129 ferndale st,0,1,
2131 pandora st,0,2,2024.0
2131 w 3rd ave,0,1,
2132 dundas st 19,0,1,2018.0
2132 e 32nd ave,0,1,2020.0
2132 hamilton st,0,1,2021.0
2133 e 4th ave,0,1,2021.0
2134 semlin dr,0,1,2024.0
2136 drawbridge close,0,1,
2137 w 1st ave,0,2,2024.0
2137 w1st ave,0,2,2023.0
2138 madison ave,0,1,2018.0
214 928 main st,0,1,2020.0
214 aspenwood dr,0,1,
214 e 16tb ave,0,1,
214 eighth st,0,1,
214 jackson st,0,1,
2140 benvoulin ct,0,2,
2140 wall st,0,1,2020.0
2140 yew st,0,1,2018.0
2141 hastings st e,0,1,
2141 w 21st ave,0,1,2023.0
2142 arbutus st,0,1,2023.0
2142 jones ave,0,1,
2142 yew st,0,1,2024.0
2144 oxford st,0,1,2018.0
2145 kaslo st,0,2,2018.0
2145 turner st,0,1,2023.0
2147 graveley st,0,1,
2148 ferndale st,0,1,2024.0
2149 ferndale st,0,1,2020.0
215 12th st,0,1,
215 2647 west 4th ave,0,1,
215 mills rd,0,1,
215 n gilmore ave (upper),0,1,2020.0
215 templeton dr,0,1,2018.0
2150 brunswick st,0,1,
2150 e 40th ave,0,1,2018.0
2150 e hastings,1,2,2025.0
2150 kitchener st,1,1,2025.0
2150 pandora st,0,2,2024.0
2151 39th ave,0,2,2024.0
2151 front st,0,1,
2152 berkshire cres,0,1,
2154 dundas st,0,1,2022.0
2155 triumph st,0,1,2018.0
2155 w 38th ave,1,1,2025.0
2155 w 7th ave,0,1,2024.0
2155 w7th ave,0,1,
21555 121 ave,0,1,
2156 e 5th,0,1,2021.0
2157 w 8th ave,0,1,
2158 wall st,0,2,2020.0
2159 wall st,0,1,
216 e 12 st,0,1,
216 sandringham ave,0,1,
216 wildwood ave,0,1,
2161 w 12th ave,0,1,2024.0
2164 kitchener st,0,1,2018.0
2165 oxford st,0,1,
2167 dundas st,0,2,2020.0
2168 w 2nd ave,0,1,2022.0
217 21st ave e,0,1,2024.0
217 608 como lake ave,0,1,
217 e 21st ave,0,1,
217 gorge rd e,0,1,
217 queens ave,0,1,
2170 w 44th ave,0,1,
2171 w 19th ave,0,3,2021.0
2175 cambridge st,0,1,2024.0
2175 e broadway,0,1,2020.0
2175 fraser ave,0,1,
2175 salal dr,0,1,
2178 oxford st,0,1,
2178 s grandview hwy,0,1,
2179 adanac st,0,1,
218 cama,0,1,
218 e 3rd st,0,1,2024.0
218 e11thave aptd,0,1,2018.0
2180 e 7th ave,0,1,2023.0
2180 e8th ave,1,1,2025.0
2180 w 38th ave,0,1,2022.0
2180 w 6th ave,0,1,
2181 e 13th,0,1,
2182 e 5th ave,0,1,
2184 wall st,0,6,2023.0
2185 curteis rd,0,1,2024.0
2185 w 8th ave,0,5,2024.0
21854 lougheed hwy,0,1,
21858 47b ave,0,1,
21865 cary un,0,1,
2187 comox ave,0,1,
219 w 63rd ave,1,3,2025.0
2190 w 7th ave,0,1,
2191 w 1st ave,0,1,
2194 mckenzie ave,0,1,
2198 e 43rd ave,0,1,
220 churchill ave,0,1,
220 princess ave,0,1,2018.0
2200 dundas st,0,4,2020.0
22000 sharpe ave,0,1,
22015 garratt dr,0,1,
22020 selkirk ave,0,1,2018.0
2205 graveley st,0,2,2021.0
2205 lower mall,0,3,2024.0
2205 lower mall building 4,0,1,
2208 triumph st,0,1,
221 e 21st ave,0,1,
221 union st,0,2,
2210 cadboro bay rd,0,1,
2210 victoria dr - upstairs,0,1,2024.0
2213 ontario st,0,1,2022.0
2213 oxford st,0,1,2018.0
2215 e hastings st,0,1,
2215 hastings st e,0,1,2024.0
2215 w 13th ave,0,1,
2217 e 8th ave,1,1,2025.0
222 9200 ferndale rd,0,1,
222 e georgia st,0,1,2018.0
222 e15th ave,0,1,
2220 arbutus st,0,1,
2220 kingsway,0,1,2023.0
2220 w 2nd ave,0,1,2022.0
2221 e 30th ave,0,2,
2222 cambridge st,0,2,
2222 prince edward st,0,1,2020.0
22225 119 ave,0,1,
2223 prince edward st,0,1,2024.0
2224 alberta st,0,3,2022.0
2225 triumph st,0,2,2022.0
2225 w 8th ave,0,3,2018.0
2225 willoughby way,0,1,
2226 kamloops st,0,1,
2227 e 43rd ave,0,1,2018.0
2228 franklin st,0,5,2020.0
2228 triumph st,0,2,
2229 maple st,0,3,2020.0
223 16th ave e,0,1,
2230 mcbain ave,0,1,
2231 eton st,0,4,2020.0
2232 e 39th ave,0,1,
2232 w 5th ave,0,1,2024.0
2232 w 7th ave,0,1,
22324 119th ave maple rdg,0,1,
2233 allison rd,0,1,
2234 prince albert st,0,1,2024.0
2236 trinity st,0,2,
2237 e pender st,0,1,2022.0
2239 ave hingston,0,1,
224 13th ave e,1,1,2025.0
224 336 east 1st ave,0,1,
224 e 13th ave,0,2,2023.0
224 w 11th ave,0,1,
2241 venables st,0,1,2020.0
2242 b w 7 ave,0,1,2022.0
22437 121 ave,0,1,
2244 6th ave w,0,1,2024.0
2244 w 6th ave,0,1,
2245 mcgill st,0,1,2024.0
2249 eton st,0,1,2023.0
225 n nanaimo st,0,1,
225 sixth st,0,1,
225 w 10th,0,2,2018.0
2250 cambridge st,1,1,2025.0
2250 fraser st,0,1,
2250 w 3rd ave,0,1,2020.0
2251 pitt river rd,0,1,
2254 e 24th ave,0,1,2020.0
2254 triumph st,0,1,
2255 cambridge,0,1,2018.0
2255 cambridge st,1,4,2025.0
2255 cypress st,0,2,2022.0
2255 pandora st,0,6,2024.0
22551 chaldecott dr,0,1,
2256 franklin,0,1,2020.0
2256 franklin st,0,2,
2257 turner st,0,2,2020.0
2257 w 6th ave,0,1,2021.0
226 nelson st,0,1,
2260 e 40th ave,0,1,
2260 w 10th ave,0,1,
2260 windridge dr,0,1,
2261 e 5th ave,0,2,
2262 e 30th ave,0,2,2024.0
2263 redbud ln,0,1,
2265 e hastings,0,1,2018.0
2266 cassiar st,0,1,
2266 e 1st ave,0,1,2018.0
2266 trinity st,1,2,2025.0
2268 164a,0,1,
2268 triumph st,0,1,
2268 venables st,0,1,
2270 41st ave w,1,1,2025.0
2271 pandora st,0,2,
2272 dundas st,0,1,2020.0
2274 oxford st,0,1,
2274 york ave,0,1,2024.0
2275 oxford st,0,3,2023.0
2275 york ave,0,1,
2276 hermen dr,0,1,2018.0
2277 e30,0,1,
228 e 7th,0,1,2020.0
228 e 7th ave,0,2,2021.0
228 e hastings st,0,1,
228 nelson's cres,0,1,
2280 mcgill st,1,1,2025.0
2282 schindler cres,0,1,
22865 telosky ave,0,1,
2287 acadia rd,1,1,2025.0
2289 grant st,0,1,
229 e 13th ave,0,1,2024.0
229 lakewood dr,1,1,2025.0
229 ontario st,0,1,
229 templeton dr,0,1,2022.0
2292 w 43 ave,0,1,2022.0
2292 w 43rd ave,0,1,2024.0
2295 1st ave,0,1,
2296 cornwall ave,1,1,2025.0
2298 mcbain ave,0,1,
22nd ave e,0,1,
23 w cordova st,0,1,
230 a government st,0,1,
230 snowsell st,0,1,
230 w 10th ave,0,1,2020.0
2300 e 11th ave,0,1,
2301b trinity st,0,1,
2302 don mills rd,0,1,
2303 16 st sw,0,1,
2304 w 8th ave,0,1,
2305 turner st,2,2,2025.0
2305 w 7th ave,0,1,2022.0
2307 s shore cres,0,1,
2308 bonaccord dr,0,1,2018.0
2308 clark dr,0,1,2024.0
2308 e pender st,0,1,
23085 118 ave,0,1,
231 e pender st,0,1,
231 w 19th ave,0,1,2018.0
2310 e 4th ave,0,1,2024.0
2313 echo valley dr,0,2,
23131 123a ave,0,1,
2315 kingsway,0,1,
2315 turner st,0,1,
2315 w 6th ave,0,1,
2317 e 39th ave,0,1,
2317 turner st,0,2,2018.0
2318 w 14th ave,0,1,
232 12th ave e,0,1,2021.0
232 n ave,0,1,
232 w 63rd ave,0,1,2022.0
2320 ash st,0,1,
2320 franklin st,0,1,
2320 w 40th ave,0,1,2024.0
2320 woodland dr,0,3,2021.0
2321 scotia st,0,1,
2323 e 1st ave,0,1,
2324 w 1st ave,0,1,
2325 e 1st ave,0,1,2018.0
2325 ennerdale rd,0,1,
2325 franklin st,0,1,
2325 glen dr,1,1,2025.0
2325 w 8th ave,0,1,
2326 eton st,0,5,2024.0
2328 cambridge st,0,3,2024.0
2328 galt st,0,1,2022.0
2328 oxford st,0,2,2021.0
233 e 12th ave,1,4,2025.0
233 w 111th st,0,1,
233 w 13th ave,0,1,
233 w 6th ave,0,1,2018.0
23324 117b ave,0,1,
2333 eton st,0,1,
2333 main st,0,1,2022.0
2333 oford st,0,1,2020.0
2333 oxford st,0,3,2021.0
2335 laurel st,0,1,
2336 charles st,0,1,2023.0
2336 grandview hwy,0,1,
2336 grandview hwy s,0,1,2018.0
2336 s grandview hwy,0,2,
2336 york ave,0,1,2023.0
234 e 14th ave,0,1,
234 e 5 ave,0,1,
234 n templeton dr,0,1,2024.0
2340 victoria dr,0,1,2020.0
2341 w broadway,0,2,
2345 dundas st,0,1,2024.0
2345 w 5th ave,0,1,2024.0
2349 georgia st,0,1,
235 vaughan rd,0,1,
235 w 10th ave,0,2,2021.0
2351 lobban rd,0,1,
2352 w broadway,0,2,
2356 charles st,0,1,
2356 turner st,0,1,2023.0
2357 main mall,0,1,2018.0
2358 153 st,0,1,2022.0
236 princess ave,0,1,
2360 mckessock ave,0,1,
2364 victoria dr,0,1,
2365 mclean dr,0,4,
2365 w 2nd ave,0,1,2024.0
2365 w 5th ave,0,2,2018.0
2368 cornwall ave,0,1,
237 3755 west 6th ave,0,1,2024.0
2377 e 30th ave,0,2,2018.0
238 e 13th ave,0,2,2022.0
238 high st,0,1,
2380 cypress,0,1,
23849 62a cres,0,1,
2386 w fifth ave,0,1,
2387 argue st,0,1,2018.0
2387 mountain hwy,0,1,
2388 upland dr,0,1,2021.0
239 107th ave,0,1,
239 e georgia,0,1,
239 e georgia st,0,4,
239 ea,0,1,
2396 kingsway,0,1,
24 1016 west 13th ave,0,1,2018.0
24 2320 woodland dr,0,1,
24 sussex dr,0,1,2020.0
2404 guelph st,0,2,2022.0
2405 128 w cordova st,0,1,2024.0
2408 4390 grange st,0,1,
2408 e broadway,0,1,
241 townsend pl,0,1,2018.0
2414 granville st,0,1,2020.0
2415 prince edward st,0,2,2018.0
2416 fraser st,0,3,2023.0
2418 stephens st,0,1,
2419 bowness rd nw,0,1,
2419 weymouth pl,0,1,
2421 prince edward st,0,1,2020.0
2421 renfrew st,0,1,
2422 pandora st,0,1,2023.0
2424 cypress st,0,2,2021.0
2425 brunswick st,0,1,
2425 granville st,0,3,
2425 prince albert st,0,1,
2425 w 2nd ave,0,1,
2426 eton st,1,1,2025.0
243 e 15th ave,0,1,2018.0
2430 bering rd w,0,1,
24330 fraser hwy,0,1,
2435 e 8th ave,0,1,2024.0
2435 kingsway,0,1,
24351 103a ave,0,1,2024.0
2436 e 33rd ave,0,2,2018.0
2436 turner st,0,1,2018.0
2436 w 7th ave,0,1,2021.0
2439 nanaimo st,1,1,2025.0
244 e 14th ave,0,1,2023.0
2440 richmond rd,0,1,
2441 e 40th ave,0,1,2023.0
2445 w 2nd ave,0,1,2018.0
2446 1st ave w,0,1,
2448 pandora st,0,1,
245 st davids ave,0,1,
2452 napier st,0,1,2021.0
2453 21st ave e,0,1,
2454 w broadway,0,1,2021.0
2455 w 2nd ave,1,1,2025.0
2458 e 41 vancouv,0,1,
2461 mcgill st,0,1,
2461 pender,0,1,2020.0
2465 fraser st,0,1,2020.0
2465 wilson ave,0,1,
2466 galt st,0,1,
2466 w 15th ave,0,1,
2466 w broadway,0,1,
2469 napier st,0,1,2024.0
2471 2 st w,0,1,2018.0
2472 triumph st,0,1,
2472 turner st-basement,0,1,2018.0
2475 st catherines st,0,1,
2475 wall st,0,1,2018.0
248 28th ave e,0,1,
248 e 28th ave,0,1,
2480 e hastings st,0,1,
2480 laurel st,0,2,
24849 119 ave,0,1,2018.0
2485 ontario 62,0,1,
2486 venables,0,1,
2486 venables st,0,1,2020.0
24878 130a ave,0,1,
2488 franklin st,0,1,
249 dulce vlgs,0,1,
249 hastings st,0,1,
249 robert st,0,1,
249 se marine dr,0,1,
249 viers crk,0,1,
2490 stephens st,0,1,
2494 w 3rd ave,0,1,
2495 oak st,0,1,2020.0
2495 w 2nd ave,0,1,
25 17683 57 ave,0,2,
25 burrard st,0,1,
25 dorval rd,0,1,
25 e 12th ave,0,1,2024.0
25 e 13th ave,0,1,2018.0
250 15 ave e,0,1,
250 15st east,0,1,
250 e 57th ave,0,1,2022.0
250 e 6th ave,0,1,
250 powell st,0,1,
2502 1051 broughton st,0,1,2022.0
2505 e 5th ave,0,1,
2505 e broadway,0,1,
2506 w 12th ave,0,1,2022.0
2507 wark st,0,1,
2508 wall st,0,1,2023.0
2508 watson st,0,1,
251 union st,0,1,
2510 hoylake ave,0,1,2024.0
2511 quebec st,0,1,2020.0
2512 douglas st,0,1,
2512 e 2nd ave,0,1,2020.0
2512 e second ave,1,1,2025.0
2516 guilford dr,0,1,
2518 e 2nd ave,0,1,2018.0
2520 e 16 ave,0,1,2018.0
2520 glen dr,0,1,2021.0
2520 macdonald st,0,1,2024.0
2520 manitoba,0,1,
2520 manitoba st,0,3,2024.0
2521 ware st,0,1,2018.0
2523 e 12th ave,0,1,2024.0
2523 quadra st,0,1,
2523 wark st,0,1,
2525 balsam st,0,2,2021.0
2525 e 51st ave,0,1,
2525 saint catherines st,0,1,2021.0
2525 scott st,0,1,
2525 st catherines st,1,2,2025.0
2525 waterloo st,0,2,
2527 belmont ave,0,1,
2527 pine st,0,1,2024.0
2528 turner st,0,1,2020.0
2529 w 5th st,0,1,
253 chem old chelsea,0,1,
2530 carolina st,0,2,2020.0
2531 fraser st,0,1,
2533 napier st,0,1,
2533 penticton,0,1,
2533 penticton st,0,3,2018.0
2534 ash st,0,1,
2535 alberta,0,2,
2535 alberta st,1,2,2025.0
2535 e 7th ave,0,1,2020.0
2536 e 18th ave,0,1,2021.0
2536 guelph st,0,1,2022.0
2538 belmont ave,0,1,
2538 parker st,0,1,
2539 e 3rd ave,0,1,
254 12th ave e,0,12,2024.0
254 e 12th ave,0,4,2023.0
254 gorge rd e,0,2,
2540 guelph st,0,1,2024.0
2540 pandora st,0,1,
2541 e broadway,0,2,
2542 woodland dr,0,1,
2543 e 4th ave,0,1,2024.0
2544 cornwall ave,0,1,
2545 broadway w,0,1,2024.0
2545 main st,0,11,2024.0
2546 brock st,0,1,
2546 fraser st,0,1,2020.0
2546 w 13th ave,0,1,
2548 dingwall st,0,1,
255 3rd st w,0,1,
255 e 2nd st,0,1,
2550 wesbrook mall,0,1,
2551 prince albert st,0,1,2024.0
2552 whiteley ct,0,1,
2555 discovery st,1,1,2025.0
2555 eton st,0,1,2024.0
2555 hemlock st,0,9,
2556 e hastings,0,1,
2556 e hastings st,0,1,
2556 fromme rd n,0,1,2020.0
2558 garden ct,0,1,2020.0
256 e 2nd ave,0,1,
256 w 45th ave,1,1,2025.0
2561 tricouni pl,0,1,
2561 trinity st,0,1,
2562 e 7th ave,0,1,
2563 e pender,0,1,2020.0
2563 e pender st,0,1,
2570 e 5th ave,0,2,2022.0
2570 hemlock st,1,18,2025.0
2570 spruce st,0,1,
2571 mendham st,0,1,
2572 birch st,0,1,
2573 e pender st,0,1,2020.0
2575 mcgill st,0,1,2021.0
2575 w 3rd ave,0,1,2024.0
2575 windsor st,1,3,2025.0
2576 kingsway unit 303,0,1,2018.0
2576b e 24th ave,1,1,2025.0
258 hastings,0,1,2018.0
2581 bond st,0,1,
2586 grant st,0,2,2018.0
2587 upland dr,0,1,2021.0
2588 alder st,0,1,
2595 e 45th ave,0,1,
2595 graveley st,1,1,2025.0
2596 diamond cres,0,1,
2596 e 25th ave,0,1,
2596 oak,0,4,
26 e 50th ave,0,1,2021.0
260 16 st e,0,1,2018.0
2600 3 st s,0,1,
2600 wallace st,0,1,2020.0
2600 whiteley ct,0,1,
2601 florence lake rd,0,1,
2601 w 59th,1,1,2025.0
2602 ontario st,0,1,2021.0
2603 main st,0,3,2020.0
2609 e 19th ave,0,1,
261 e hastings,0,1,2018.0
2610 napier st,0,1,2018.0
2610 napier vb st,0,1,2018.0
2610 w 10 th ave,0,1,
2611 victoria dr,0,1,2022.0
2612 argyle ave,0,2,
2615 columbia st,0,1,2021.0
2615 shaftsbury ave,0,1,
2617 w 12th ave,0,1,2021.0
2618 clark dr,0,1,2024.0
2620 hemlock st,0,1,2018.0
2620 w 12th ave,0,1,2024.0
2620 w 13th ave,0,1,
2621 columbia st,0,1,
2621 fraser st,0,2,2020.0
2622 sw marine dr,0,1,
2623 dundas st,0,1,2018.0
2624 dundas st,0,1,
2624 dundas vancouve,0,1,
2625 alberta st,0,2,2018.0
2625 hemlock st,0,7,
2625 kaslo st,0,1,
2625 oxford st,0,1,
2626 alberta st,0,1,
2626 cook st,0,2,
2626 ontario st,0,1,
2627 shaughnessy st,0,1,
2628 parker st,0,1,2018.0
2629 melfa ln,0,1,
2629 prince edward st,0,1,2021.0
2632 alberta st,0,1,2021.0
2633 victoria dr,0,1,
2635 william st,0,1,2018.0
2636 hastings st e,0,1,2021.0
2636 w 11th ave,0,1,
2636 yukon st,0,2,2023.0
2637 prince albert st,0,1,
2637 quebec st,0,6,
2638 moscrop st,0,1,
2638 w 36th ave,0,1,2021.0
2639 e georgia st,0,1,2024.0
2639 georgia st e,0,1,2024.0
2640 w 10th ave,0,1,
2641 fraser st,0,1,2020.0
2646 e26thave,0,1,2020.0
2646 yukon,0,1,
26468 30 ave,0,1,2023.0
2649 charles st,0,1,
2649 quebec st,0,3,2021.0
2650 e 20th,0,1,2021.0
2651 library ln,0,1,
2657 fortress dr,0,1,
2657 w 8th ave,0,2,2021.0
266 e 50th ave,0,1,
2660 wesbrook mall,0,2,
2662 e 45,0,1,2018.0
2662 e 45th ave,0,1,2018.0
2663 lauralynn dr,0,1,2021.0
2665 w broadway,0,1,
2668 ash st,0,1,2021.0
2670 22nd ave e,1,1,2025.0
2671 cambridge st,0,1,2018.0
2672 cambridge st,0,1,
2675 alder st,0,2,2018.0
2675 fir st,0,1,
2676 e 23rd ave,0,1,
2676 e 2nd ave,0,1,2018.0
2676 e23rd vancouve,0,1,
2678 w broadway,0,1,2020.0
268 keefer,0,1,
268 keefer st,0,3,2021.0
2681 kitchener st,0,1,2021.0
2684 trinity st,0,1,2024.0
26843 32a ave,0,1,
2685 triumph st,0,1,
2687 158th st,0,1,
2687 w 49th ave,0,1,
2688 e 1st,0,1,2018.0
2688 watson st,0,1,
2689 kingsway,0,1,2020.0
269 w 4th st,0,1,
2698 blind bay rd,0,1,2021.0
2699 peatt rd,0,1,
26a cooper rd,0,1,
27 2570 spruce st,0,1,
27 8699 williams rd,0,1,
27 steward dr,0,1,2021.0
27 w pender st,0,1,2023.0
270 e 13th ave,0,3,2024.0
2702 privateers rd,0,1,
2703 tory ft,0,1,
2705 e 25th ave,0,1,
2705 w 1st ave,0,1,
2706 w 2nd ave,0,1,2018.0
2708 131 regiment sq,0,1,
